rest,scr,id,scramble_length
9.76,F2 U2 F U R F2 U' L F' D2 L2 F2 L F2 B2 U2 B2 L' U2 L ,266,54
9.76,B' L F2 L F' D R' B2 R U2 D2 F D2 F R2 B2 L2 U2 ,267,48
9.76,U B2 R2 B2 D' U2 B2 R2 D B' D U' F U' B R' D2 B2 L' U ,268,54
9.76,L' U F B' D' B' R2 L2 U L' D L2 F2 D2 L2 D' B2 D' R2 U' ,269,56
9.76,R D2 B' U D' B2 L B U R D2 L2 D' R2 F2 U R2 D' L2 U ,270,52
9.77,R2 B2 L' D2 U2 F2 U2 R' U2 F D L' B' U2 R B2 D L U' R2 ,271,55
9.77,L2 U2 L2 F2 D2 F' D2 F D2 U2 F2 L' D' R2 B D2 U' L2 R' ,272,55
9.77,F D' F2 L' U R' L' F' D L B' U R2 D' L2 D' R2 F2 R2 F2 ,273,55
9.78,U2 F2 L' F2 L' U2 L U2 R2 B2 U L2 R2 U' R D U2 L R2 ,274,52
9.78,F R L D' F' D L F' D L B2 L2 F2 D B2 U2 F2 R2 F2 U2 ,275,52
9.78,L' U' D2 F L' U2 B2 U2 D2 R' F R2 F2 B D2 F' D2 R2 D2 R2 ,276,57
9.78,R F2 U2 R2 D2 L' F2 R U' B F' D U2 L' F L D L R' ,277,49
9.78,F D2 B2 D B R2 D R F2 B' D' F2 D F2 R2 U2 R2 D' F2 D ,278,53
9.78,U L' F U' R2 F R L D' B U2 F2 D2 R2 U D2 R2 F2 D ,279,49
9.79,D F2 B' D' F2 U R B D2 L' U2 B2 R2 F2 U' L2 U' F2 U2 B2 ,280,56
9.79,U B' R2 F2 U R' F' R2 L B' U2 F2 B2 L F2 D2 R2 F2 U2 R2 ,281,56
9.79,R F2 R' D2 L B2 L2 F2 R2 U2 B' R2 D B D2 B2 D' F2 D' ,282,53
9.79,F2 D F2 D' F2 R2 U' F2 R2 D' U B L' U L F' R U B L B2 ,283,54
9.8,R2 B2 L2 D2 F' U2 B' F' R' B2 D F R B U2 B' U R U ,284,50
9.8,B2 L2 F' U2 B' L2 F2 D2 F' D F R' U2 L' U' B' R D F' R' ,285,56
9.8,R2 F L2 B' D2 L2 B' R2 D' B' F2 U2 F2 D' F2 U' L R2 ,286,52
9.8,D R2 L B U2 L' U' R2 U2 R' F' R2 L2 B L2 U2 L2 B' L2 ,287,53
9.81,U2 F D2 F U2 L' D' R2 B' U2 L' U2 R2 B2 R2 F2 R' F2 ,288,52
9.81,R2 B2 R2 U2 B2 F2 R2 B' U' F2 U' F2 U B' U2 R' U2 B ,289,52
9.81,F D F' R F L F' R' D R U R2 U B2 U' D' B2 R2 D' ,290,48
9.81,L2 D2 B' F U2 B L2 B F' U R2 F D L' F U' F D R2 D2 ,291,51
9.81,D L B2 L' F2 L2 B U' D R' U2 F B U2 B U2 R2 B R2 F2 ,292,52
9.81,D F' R2 F L B' R2 F' R B' D2 F L2 F' D2 L2 D2 F' ,293,49
9.81,L' U B D R2 L' U R U F U2 B' U2 F R2 L2 F2 U2 F ,294,48
9.81,F2 U2 L2 R2 U' R2 U' F2 U L2 U L F' D' R F' D' L B' L2 U ,295,57
9.81,F2 B D' L U R F' L U F2 R L2 D2 R F2 R D2 R B2 L2 ,296,50
9.82,F2 U2 L' B2 D2 L2 F2 U2 R2 D' B U B' F2 L' U' B R D2 ,297,53
9.82,R2 U' L2 B2 R' F' D' F D2 L U D2 L2 B2 D' R2 U B2 D B2 ,298,55
9.82,D B2 U2 R2 F D F2 L' B D F2 B2 L2 F2 B2 U B2 U R2 U' ,299,53
9.82,L2 D B2 D L2 D2 F2 R2 U2 L B U' R D' U2 L' F L2 B2 U2 ,300,54
9.82,B2 L D2 R' D2 L U2 L' F2 D2 F' L R' B R' U F L' R' B ,301,53
9.83,B2 R' F2 L2 F2 R F2 U2 R B F U' B D' B2 R B' F U' F2 ,302,53
9.83,L2 F B' R' L2 U F' R L B U2 F2 U2 D R2 U' B2 R2 U' F2 U ,303,56
9.84,R2 B2 D' R2 F2 U R2 D F2 R2 F2 R' D U R' D L F D' L' D2 ,304,56
9.84,L2 B2 R2 F2 U2 L2 U L2 F2 R2 F2 L U2 F' L' B' F' R D2 ,305,54
9.84,L2 F2 U' L D L2 U2 B L B2 D2 B2 D' F2 R2 D' F2 U F2 R2 ,306,55
9.84,L2 D B2 U B2 U' B2 U R' B2 U' B2 L2 U' B' L2 U L' U ,307,52
9.84,R L' F' U' L D2 F' R L2 B2 R2 B' U2 B R2 B U2 D2 ,308,49
9.84,R2 F2 U2 F2 D' U2 L2 D' B D' R2 B' L' R' U' F2 L R F ,309,53
9.84,D' B2 R F' D' R B' L D2 F L2 B2 U2 D2 L2 U F2 D2 R2 F2 ,310,55
9.84,D F2 U2 R2 D2 R2 U' F2 U2 B U L2 B2 D2 F L2 U' R' ,311,50
9.85,U L2 R2 B2 U B2 U L2 B2 R' B' U' R' D2 F2 L F L2 R' ,312,52
9.85,U2 R B2 R U B' D2 F D B2 R D2 L2 U2 F2 R' B2 L2 F2 L ,313,53
9.86,R2 F2 D2 R2 D F2 L2 D' F L' B L2 D' U L D' B' U B ,314,50
9.86,L2 D2 F2 D' F2 U' F2 U' R2 B F' U' L D2 F D2 R2 U R' U' ,315,56
9.86,R D2 R' D2 F2 L' U2 B2 F' R2 D L D2 L' F2 L2 B' D2 ,316,51
9.86,R U R' D' B U2 L2 F2 D' B D' L U2 B2 L2 D2 L D2 F2 L ,317,53
9.86,B' L F U' R2 F' D2 F D' R' B2 R F2 U2 F2 R' U2 D2 R' B2 ,318,56
9.86,D2 U2 B F D2 R2 B' D' R' B D L D B2 F2 L2 D2 F' ,319,48
9.86,F2 R2 F' L2 B R2 U2 F2 U2 B' F' R' D' F' D' R2 B L' D' ,320,55
9.87,R U2 F2 L2 F2 L B2 D2 B2 R' F D B' F2 D' R' B R' U2 B ,321,54
9.87,F2 L2 D2 B' L2 B' L2 D2 L F2 L' F2 D2 B L' D U' F' D ,322,53
9.87,F2 R2 U' B2 L2 R2 D' F2 U' R' F R2 D2 L2 F R D' R B' ,323,53
9.88,U2 L B2 R' B2 D2 L B2 L2 F D R' D2 L B' R' F' L F' ,324,51
9.88,R2 F L2 D2 B' L2 R2 B L' R F' D' F R U2 L2 D' F R' ,325,51
9.88,B2 L2 D2 R' B2 L2 D2 R' D2 U2 B L' R2 B' L' R2 D U F2 ,326,54
9.88,R2 F2 L2 B2 U F' R2 D' B D' R' L' F2 R B2 D2 L' D2 B2 R ,327,56
9.88,L2 F2 D2 F2 R2 B2 R2 D' L2 U2 F' U' B U B L B' U L R2 ,328,54
9.88,U' B L' D' L D2 F' B2 L F' R2 B2 D' R2 F2 R2 U2 F2 ,329,51
9.88,F U' F' R' B' R F' U R' U' R2 U2 D F2 D' F2 B2 R2 D2 F2 ,330,56
9.88,L2 B U D2 B' R D B2 L' U F B2 D2 F D2 R2 U2 F2 R2 B ,331,52
9.88,U' L2 U R2 U2 F2 U F2 R' F' R2 B2 R' B2 L U L' B2 R2 ,332,53
9.89,B' D2 B' D2 F U2 B2 R2 B' D' B2 L' B' U' R2 U B' ,333,49
9.89,U B' U' R2 B U' B2 L B2 U R2 F' D2 B2 R2 B' L2 U2 L2 B2 ,334,56
9.89,U B2 R2 D F2 U F2 U' F2 R B2 F' D B' L B L' U R B ,335,50
9.89,R2 U R2 U' R2 F2 R2 D' U' F U B R F2 L2 D L2 U2 F D2 ,336,53
9.89,B2 U2 L2 D2 B' L2 B D2 U2 L2 F' L D F2 D F U L' D R F2 ,337,55
9.89,R2 B2 D U2 F2 D2 F2 R2 D F2 U2 R B' F2 D2 R2 D F2 U2 ,338,53
9.89,D F2 D' U2 F2 D2 B2 R2 B' R' D2 L' F R B2 F R' D' R ,339,52
9.9,B2 U' R2 D2 R2 U L2 U' F2 D' L' U L' B U B L' F2 ,340,49
9.9,F U2 F2 U F' B' L' D F2 U' R2 B' L2 F D2 F' U2 F L2 ,341,52
9.9,R F B2 U' R' U' R2 D' B' R D2 R2 F2 D2 L2 F2 U B2 U B2 L2 ,342,58
9.91,D B2 D L2 D' F2 R2 D L2 D' L2 R U L F' R2 D2 B L' F U2 ,343,55
9.91,D' B' D B R2 F' R D' R F L F2 L' F2 D2 F2 R U2 B2 ,344,50
9.91,U2 L2 B2 U L2 D' L2 U L' B2 D R' D2 F R2 D' B D' U2 ,345,52
9.91,B D2 B' R' L2 F' B' U' L' D' F2 R2 F' R2 F U2 F' R2 L2 D2 ,346,58
9.91,D2 B2 D F2 U F2 U B2 F2 L2 F2 R' F D F U2 B D' B F ,347,51
9.91,F2 L2 D2 B2 F2 D' L2 D2 R2 B D2 F R2 D L' U' R' B U2 L' ,348,56
9.91,R2 D2 F' U2 F R2 D2 F U2 F R U' B R F U L2 R' U' F ,349,51
9.91,B L2 F2 D2 U2 F R2 B' F2 L2 U2 R' D B F2 L2 F R U' B' ,350,54
9.91,B2 D2 L F2 R2 D2 B2 U2 R2 U' R U B2 F R D F' D U' ,351,50
9.92,L2 D L2 B2 D F2 D' R2 D F L U2 R F2 U' F2 D' R2 F' L ,352,53
9.92,U' B' U' R D L' U L D' L' D' B2 L2 F2 D' F2 U D B2 ,353,51
9.92,R U' D L F2 R B R' D' R' F2 U L2 B2 U D L2 B2 U' F2 ,354,52
9.92,F' R2 F R2 F L2 B L2 R2 B' L F2 U' R B2 U2 L R U2 ,355,50
9.92,U2 B2 U F2 U' L2 D' F2 D2 L2 F' U B D' F L R2 F D F' ,356,53
9.92,U2 B R2 F' D' R' B D L' D' L D2 L2 U2 B2 U2 L B2 R' F2 ,357,55
9.92,R2 F' U2 B D2 U2 B2 F' L2 U R' F' D U2 F2 R B' L2 U2 ,358,53
9.93,D F2 R2 D F2 U2 F2 U F2 U' F' L B' R' D' B2 U B L2 F ,359,53
9.93,U L2 R2 U' B2 U' L2 D' U2 R2 B R F' D' F2 L U' L F2 U' ,360,55
9.93,R2 B' L2 B D2 B2 R2 F2 L2 D' L2 R U B' L' B U R' B2 R' ,361,55
9.93,D R2 U R2 U2 B2 U R' F D R2 L' B2 R F2 U2 B2 U2 ,362,48
9.94,F2 D' R2 B2 R2 U L2 D2 U' L2 U L U B R2 F L D B F ,363,50
9.94,U2 B2 L' D2 B2 F2 L' B2 L2 R' D2 F D' R2 B L' U2 F' U' F' L' ,364,61
9.94,R' B2 R' F2 R' D2 F2 U2 F2 U2 R B D2 F' L B L2 U' L2 B D ,365,57
9.94,U2 B' R2 F' U2 F' U2 F2 L2 F L2 R' U R U2 L' B2 F2 U B2 F ,366,58
9.94,L2 U2 B D2 R2 F L2 R2 D' F L' U2 B2 L2 F2 L2 U B U' ,367,52
9.94,F2 L2 B' L2 D2 F L2 F2 L U2 L' B F' R U L2 R' F R ,368,50
9.94,R F U2 D R2 F' R L2 D' B' R' F2 R' U2 L2 F2 R2 F2 U2 R ,369,55
9.94,B2 L2 R2 D2 B2 L2 F2 R2 U L2 R' D F U2 F2 L' U2 R B2 F' ,370,56
9.94,R D R' F' D' R U2 R2 L B' D2 L B2 R2 F2 R2 U2 B2 D2 ,371,52
9.94,F' R2 U2 F R2 F' L2 D2 B' U2 B2 L U2 F' D' R2 B D L2 U2 ,372,56
9.94,D L2 U2 L2 F2 D' R2 D B' R U2 R D' B' F' L R B' U ,373,50
9.94,L U2 L2 B2 L2 B2 L' F2 R' B2 D F' L' U2 R U' B D' F L ,374,54
9.94,U2 F' U2 D L' D2 F' L' D F R2 F2 L2 B D2 R2 B L2 ,375,49
9.94,U2 L F2 R' F2 R D2 L2 D2 F' D F' R D B' R B F L B ,376,50
9.94,U L2 D F2 U2 B2 R2 D' F2 L' D B U L F D2 R' D2 R' B2 ,377,53
9.94,R2 U2 F2 D2 B2 L B2 L U2 L2 D' L2 F2 D' R' B D' R' U' F2 ,378,57
9.94,U D2 L F U2 D F' D R F R B D2 F' L2 B2 D2 B' U2 ,379,48
9.95,L' F2 L2 B2 R B2 D2 R B2 R2 F2 U F' U L R' U' L' B2 D U2 ,380,57
9.96,U2 L' D2 L2 U2 F2 L' F2 L' R' B D' B D L D' F2 D R2 ,381,52
9.96,L R2 U2 B2 L2 F2 U2 R' D2 F L2 F D B2 U2 R2 F2 L B R' ,382,54
9.96,U2 L2 D' B2 U R2 D' L2 D2 F2 R2 B' D B' D2 R B' D L2 U2 F2 ,383,59
9.96,D2 F2 U' L2 F2 D B2 U R2 U B2 R' D' L' B2 D F U L2 ,384,51
9.96,U' F2 D2 B2 F2 R2 B2 R2 D R D2 L D' U2 R' B U2 R F ,385,51
9.96,U2 F2 R2 B D2 B' F' L2 F' L F U F' R' D2 B R U2 F' D' ,386,54
9.97,U F2 L2 F2 D L2 D F2 R B2 F' R' B2 D2 R2 F2 D2 U R' ,387,52
9.97,F2 B' D' F' L' U' B' R F U' B' L2 D2 B D2 B2 R2 L2 U2 F ,388,56
9.97,B2 F2 U2 F2 L2 D' U2 B2 L2 F' D L' R B2 F D' R F D' F' ,389,55
9.97,B D2 F2 D2 R2 B F' L2 F' D2 L U L2 U' B' U L' F L' B' ,390,54
9.97,R2 D2 R2 U' F2 R2 U2 L2 D' B2 R B F L' F L F' R' B' U' L ,391,57
9.97,F2 U2 L R2 U2 B2 D2 U L' D L' R' B F D' R2 U' ,392,46
9.97,U' B L' U R' D B' D R F' L2 F' B2 R2 B D2 B2 R2 ,393,48
9.98,L2 B2 L2 B U2 F L2 R2 B' D' B2 F' D F' L U2 L' D' R' B' ,394,56
9.98,U2 L2 F' L2 B' D2 L2 F2 L2 R2 F' R' U' B R2 B R' U' R2 U2 ,395,58
9.98,B2 R' F' U B2 U' L B U' L' F U2 F2 L2 F' D2 R2 B' D2 F ,396,55
9.98,B2 D' R U R2 U B2 L D F L U2 L2 D2 F2 R' F2 L' ,397,47
9.98,B L2 B D2 U2 B R2 U2 R2 F2 L B' D B' U' R F2 D' L2 B2 D' ,398,57
9.98,U2 F B2 R' L2 B2 D2 L F' D F2 L2 U2 F2 R' F2 R U2 F2 ,399,53
9.98,B' F' D2 U2 F D2 R2 F R2 D2 L' U R U B2 R D B U2 L ,400,51
9.98,B2 R2 U' B2 R2 U2 L2 R2 F2 L2 B' F' D F' D U' F U2 R' B ,401,56
9.98,L2 U2 B2 R D2 L' F2 D2 F2 U2 R2 U B' F2 R F2 R2 B' F2 L2 ,402,57
9.98,B2 L2 U2 B2 R D2 U2 F2 D2 U R2 U B' F2 R2 F2 R' D2 ,403,51
9.99,F D2 R2 B2 U' R' B R2 B' D R F2 L2 F2 B2 U2 L B2 R D2 ,404,54
9.99,R2 D2 U' B2 U' L2 U' F2 U' B' U R2 B2 F2 R' D2 F2 D2 U L ,405,57
9.99,L2 R2 U2 R2 F' L2 B' U' B R' F2 R' B2 D R' U' F2 U' ,406,52
9.99,R L F' R2 D R2 B R2 F2 L F2 L2 B' U2 F2 B' U2 R2 F2 L2 U2 ,407,58
9.99,D' F2 D L2 F2 R2 D F2 L2 D' U' F' L U2 R2 U' F U' L R' ,408,55
9.99,F B U' R B D' R L' U L' U R2 U2 F2 B' R2 F' U2 D2 F' ,409,53
9.99,F2 L2 F2 R2 D R2 B2 D U' L U' F2 D2 L B' R U' B D' F' ,410,54
9.99,B2 D L' F2 R' U' L' U D' F R2 F2 D2 F2 U2 D' L2 U2 F2 B2 ,411,57
9.99,D R2 U' B2 D F2 L2 D' B2 U' B' D2 R U2 L2 B D2 F' L F' ,412,55
9.99,B U2 F' R F D L D F2 R' D2 F2 D2 L' U2 R D2 R' D2 ,413,50
9.99,R2 B' R2 U F' D' F B2 R D F2 R D2 L' D2 L' F2 L D2 R2 ,414,54
10.0,D2 B2 D' L2 F2 R2 D' B F' R D R F' U2 L R2 F' U2 ,415,49
10.01,B U' D' F' L' F U F R L2 U2 F' D2 F2 D2 F R2 F2 D2 ,416,51
10.01,L B2 R2 F2 D2 B2 R2 F2 L D2 R' D' R2 B F' U' B' D U R' ,417,55
10.01,L2 B' R2 D2 F U2 L2 R2 B' U2 B' D' R D' L2 B2 U2 R' B U B ,418,58
10.01,D2 L2 B' L2 F' D2 B2 F' L U B2 F2 L' U' L U2 B2 F' L' ,419,54
10.01,L2 B2 U2 B2 D' L2 D' L2 U2 F' U B2 L F L B D F' R' B2 ,420,54
10.01,R2 D' L2 D' F2 D L2 B2 F2 R' D' R' D' F D2 U L2 F' ,421,51
10.01,D B2 D' U2 F2 D' U2 B D2 F' L' R2 U B L R' F R ,422,47
10.01,R2 B' D2 L2 B2 D2 F U2 L2 B L2 R' D L2 B2 R D F' U ,423,51
10.01,L' F' B' U' F2 D B' R2 F' D L F2 L D2 L' B2 U2 B2 R' ,424,53
10.01,U B2 L2 U' B2 F2 R2 D2 B2 F2 L' D B2 D' R U' F' L2 U' L' ,425,57
10.02,F U2 R B2 D' F' L2 F' R U F2 R2 L D2 R' B2 L' U2 B2 L ,426,54
10.02,D L2 B2 L2 B U2 L U' L' F L2 F U2 F2 L2 B2 L2 U2 L2 U2 ,427,55
10.02,L U2 F2 L' F2 L2 B2 D2 B L2 D' L2 U2 F L' B' L' U2 F' ,428,54
10.02,U2 L' R2 F2 L' B2 D2 U2 B L D' B2 F' D' L2 B R2 B' L2 ,429,54
10.03,B2 L' B2 D2 L' U2 R' U2 L' B' L' U' L2 R' B' U2 R2 U2 ,430,54
10.03,D2 B L D2 L' U2 B2 D' R2 D2 L2 F D2 F L2 F' L2 F' L2 ,431,53
10.03,L2 B D2 B' R2 B2 L2 U2 R2 U' L B' F' L' F U R2 U2 B ,432,52
10.03,R U2 F' U2 R' D L F2 U F' B2 U2 R B2 L' B2 R' F2 U2 D2 ,433,55
10.03,D2 U2 B2 L2 F' U2 L2 R2 F' D2 R2 U' B R' D' U L2 B2 U2 B ,434,57
10.03,B2 R2 F' L2 B R2 F' L2 B L2 U' R D' L' U' R' F R' B' D' B2 ,435,59
10.03,D2 L' R2 B2 R2 U2 L' D2 F' U2 F' L' F L' U B2 D' U' B ,436,54
10.04,R B' L2 B' L D L2 U2 R2 D B2 R2 L F2 L2 D2 L' F2 ,437,49
10.04,R' U' B R' D' B' L' F L2 F2 B' U F2 R2 U2 R2 U B2 U2 D ,438,55
10.04,L2 B2 D' F2 D2 U' R2 B2 U' B2 R2 F' U R D2 U2 F' L2 R2 B' ,439,58
10.04,U2 L2 U2 R F2 U2 L R' D2 F U F' L R B R D2 U' B' L2 ,440,52
10.04,R2 D' U' B2 D L2 B2 R2 U' B' U' L2 B' R B2 R D2 U' L' ,441,54
10.04,U' F2 R F L2 D2 R' U2 L U2 B' R2 D' F2 L2 F2 R2 U' L2 B2 ,442,57
10.04,F2 U F2 U' L2 F2 D' F2 D' L R B D L' F2 D' F' D' R2 U' ,443,55
10.04,F2 U2 L' R' D2 B2 U2 B U' L R' B' F' U L F2 L U' ,444,49
10.04,B2 U R2 F2 L2 U' R2 U' L2 B2 F' L F L D R F L F2 D ,445,51
10.04,D2 R2 B' D2 B2 R2 D2 L2 B R U' F2 D R F2 R B D U F2 ,446,52
10.04,R D R2 F2 U B' U' L U' R' U' R2 F2 D' L2 F2 D' R2 D' L2 ,447,56
10.06,B2 D' F2 R2 D L2 U' B2 F2 D' F2 L B' L2 F D' L2 R' U2 F L ,448,58
10.06,F U2 F L2 B' U2 R2 B' U2 R' B D' R' U' R2 D B U ,449,48
10.06,F' R2 D L B' D' F2 R2 U2 D' R2 L2 F D2 F2 B U2 ,450,47
10.06,R' L2 B R2 D R U' F R2 B2 D L2 U2 R2 B2 U D L2 U' ,451,50
10.06,F L' U2 R2 B L' D2 R2 U D' B' R2 L2 B R2 D2 B' D2 F' ,452,53
10.06,D2 B U2 R2 B' R2 B2 L2 F2 R U' L2 R2 B' L D' U2 R2 U ,453,53
10.06,L' B' D R B2 L B' D' L D2 F B2 R D2 B2 U2 R' U2 R2 ,454,51
10.06,D2 F2 R2 D2 L2 B D2 F U2 R2 F D F2 D' F R' F D2 F2 U2 ,455,54
10.06,B2 L' U2 F D R2 B L2 F R' U' L2 F2 R2 U2 R2 F2 U L2 ,456,52
10.06,U' B2 U' R2 D B2 L2 R2 U' F L U2 L' R D U2 L D R B' ,457,52
10.06,L2 F2 R2 D' F2 D2 B2 D' B2 F' R' F' L' B F' L' B' D B' D ,458,57
10.06,D F2 U' L2 D L2 U R2 U2 B L2 D2 F2 L' U' F D' L R' ,459,51
10.06,R' L2 U' F' B2 L2 F2 R2 U' B' R B2 U2 F2 D2 R D2 L U2 R' ,460,57
10.06,R2 U2 B' D2 F' R2 B D2 F' R F2 U' L' U R D2 F L2 U' F' ,461,55
10.06,U2 F2 R' U2 R2 D2 R2 U' B' U2 F' R2 F D B F2 R U' ,462,50
10.07,F L' U' R' U' L U' D2 B2 U' B U2 B' D2 B U2 R2 L2 B2 L2 ,463,56
10.07,B2 L2 F2 D R2 D' U' L2 D' F L' D B' F2 L R2 D L' B' U ,464,54
10.07,B' D2 B' R2 D2 F L2 F' R2 D B' F U' R D' R2 B' L' B' R2 ,465,56
10.07,L R2 B2 L U2 L2 B2 D2 F2 R2 U' B' F R F' U' F L2 D' ,466,52
10.07,L2 B L F' D' F2 D' L2 D F' U2 R F2 L2 B2 U2 R' B2 U2 L' U2 ,467,59
10.07,D' R2 U' B2 D' B2 D2 B2 R2 D' B U L B2 F U' B' F2 D L2 ,469,55
10.07,F' L' F' B U2 R F' B2 R F' R U' L2 D' B2 D L2 U' B2 D' ,470,55
10.07,B' R U' D2 F2 R B' D2 L' F' L2 D' B2 L2 B2 D R2 B2 U D2 ,471,56
10.08,L2 D' U2 F2 D U B L2 F2 U' B U L R U L D ,472,41
10.08,R2 D U2 F2 D2 F2 U' L2 R' U2 F' D2 R U2 F' L2 R' B L ,473,53
10.08,R2 U2 R2 F2 U' L2 B2 U2 B U' L2 F' U2 F2 R U2 L2 B ,474,51
10.08,R2 B2 D2 L2 R2 F2 U2 L2 B U2 F2 L' D R' U2 B U' L B F' R' ,475,58
10.08,L2 D2 R' F2 U2 B2 D2 R U2 L2 B' L D R2 F D R' B L2 D' ,476,54
10.08,U2 F2 R B2 L D2 L F2 U2 R' B2 U L F2 L2 B D U B' D R' ,477,54
10.08,B2 R B2 D2 L F2 R' F2 U2 R U L' D U' L D' L' F' U' L' ,478,54
10.08,D F2 D' U2 L2 U' B2 F2 U L2 R' B2 F' L' D2 U B2 D' B' L ,479,56
10.08,F R2 D2 R B U R D2 F L U2 F2 U2 B2 L2 B2 D2 R2 B ,480,49
10.09,L2 F D F R D' F B2 R2 B' U' L2 F2 D B2 U B2 D2 ,481,47
10.09,D' F' R' L F' B' R' D F D' F2 U2 B' R2 B2 U2 R2 D2 R2 D2 ,482,57
10.09,D R2 F2 D B2 F2 U F2 R2 U' B F2 R B D' B2 L R B R2 ,483,51
10.09,U2 L F2 R' U2 B2 R' U2 L U B U R U2 F' U2 F' R D' ,484,50
10.09,U' R B R' F2 D2 L' U2 F' B2 L2 U B2 R2 U R2 D' L2 U R2 ,485,55
10.09,R U' D2 R F2 D B R2 F R' F' R2 D2 F R2 U2 B U2 L2 F2 ,486,53
10.09,B2 U F2 D2 U2 R2 D' B2 F' R' B D2 B2 R U2 F L' D' L2 ,487,53
10.09,D2 B2 L2 F' R2 U2 B' L2 R U2 F' R2 U' R B' R2 U' B2 F ,488,54
10.09,B2 F2 D2 B2 R U2 B2 D F D2 L D' F D' R' B U' L2 ,489,48
10.1,D2 L2 B2 L2 R2 U' F2 L2 U' L F' U2 R D2 B2 L2 D B F2 U ,490,55
10.1,F' U2 L2 B' F L2 B L' R U' L2 B R' U F R2 F2 R2 ,491,48
10.1,L' F R2 F B' U2 R2 D' R' F2 B' D2 F' R2 B D2 F' D2 L2 B' ,492,57
10.1,B2 L U2 R' U2 R2 U2 B2 L' D2 R D' L' B' D' R' U R' U B2 ,493,56
10.1,B' R2 L2 F R F' D' R2 U2 L' U' L2 B2 U L2 F2 R2 U2 F2 ,494,54
10.11,B' D2 B2 F U2 B' R2 F' L' R' U B2 L' F2 D' B' D2 R U' ,495,54
10.11,R2 B' D' B L' U2 R F D2 F L B2 L' F2 R B2 D2 L ,496,47
10.11,R2 F2 U F L2 U' L2 D' B2 L' F2 U' F2 D2 F2 D B2 R2 ,497,51
10.11,U2 B2 L2 F2 D' B2 F2 U B2 R' F2 D' B2 D2 U B F U' L' R2 ,498,56
10.11,L' F2 U2 R' D2 R2 F2 R' U2 F L R B' U2 R U2 L2 D F ,499,51
10.11,F2 U' L' U' R' U' F U D B' L' B2 D F2 U B2 D R2 F2 B2 ,500,54
10.11,R D' F2 B L2 U D2 L' D R' F2 B2 D2 R2 D2 L2 F ,501,46
10.11,R2 F2 U B2 U F2 D B2 D R B2 L B U2 F' R' U2 F2 U F' R2 ,502,55
10.11,D2 F' L2 D' R' F' D2 L' U2 F U' B2 R2 U B2 L2 F2 U' F2 ,503,55
10.11,F' L2 B2 D2 U2 L2 U2 F2 U2 F' R' U F D B' R2 U B U2 F' ,504,55
10.11,D U F2 U' R2 F2 R2 D F2 U2 L' D R2 U L' B F U2 ,505,47
10.12,B' R2 D2 F' U2 L2 B2 R2 F' L2 R U' F L' U R F' R B' ,506,52
10.12,F L2 R2 U2 L2 F' R2 F' R' D L B2 L2 F2 L F2 D' R2 ,507,50
10.12,U2 L B2 U' R' F' R B L2 D' F2 R' B2 U2 D2 L2 B2 U2 B2 ,508,54
10.13,F2 R2 B2 D2 L B2 D2 L' U2 L U2 F' D B D2 U2 L U ,509,48
10.13,D2 R2 B R2 B' D2 R2 U2 B2 L U2 L' B D' F2 D F D' R' ,510,52
10.13,U2 B L2 F2 D2 L2 F' U2 L2 F U' R U R D' R' D2 B2 D F ,511,53
10.13,D2 F U2 R2 U2 L2 U2 F' D2 B' R D' L R2 U2 R F U' F2 ,512,52
10.13,D' L2 D' L2 F2 U2 B2 D' R2 D' R' U' L' F L2 D2 R' D' B2 R2 B2 ,513,62
10.13,R2 U' R2 D2 B2 R2 D2 U' B2 D F2 L' F' L' R2 F2 D' L' R U' R' ,514,61
10.13,B2 L2 D2 U2 F2 U2 L' D2 R2 B U R B L' U F2 L2 B L' ,515,51
10.14,L U D' L D2 R2 F' R U2 R' U' R2 F2 U' R2 D' F2 U2 D ,516,52
10.14,R' D2 F2 D2 B2 F2 L2 F2 R D' B' R D B L' B' L F R' ,517,51
10.14,F2 D2 F' L2 F L2 F' R2 D2 L2 F U B L' B L2 R D2 L F' ,518,53
10.14,R2 D2 B2 L' U2 F2 U2 F2 L D L U B' U2 F' D' B' D' L2 ,519,53
10.14,L' B2 L B2 L2 U2 L' D2 F' R2 D' U2 B' D B' L2 B' L2 U ,520,54
10.14,B2 D B U2 D' F2 L U R' L2 F2 L D2 B2 U2 L F2 R L2 ,521,50
10.14,B2 R D2 B' D R B U' F' U' F2 R' D2 B2 D2 F2 L2 D2 L ,522,52
10.14,F U2 L2 U2 B L2 B R2 D2 L2 D F' L2 D2 L F' L2 B L2 D' ,523,54
10.14,F D2 L2 F D2 F' L2 D2 B L B2 U B F' R F D2 U B' ,524,48
10.15,B2 F2 R U2 F2 D2 F2 L U B R' D B U2 L' F2 D2 L U' ,525,50
10.15,U' R2 D F2 D' L2 B2 U' R2 F' D B D' R' B' R' D' U' F2 U2 ,526,57
10.16,D2 L2 B2 D' L2 R2 U B2 D2 L R' D' R B2 R F D' F' U2 ,527,52
10.16,L' F2 D2 R2 D2 L U2 L' U2 R2 B2 F L2 B' U' B2 R' F D R' ,528,56
10.16,B2 R2 D2 U2 R F2 D2 R D2 U F' U' F' D2 F L2 D' F L' F ,529,54
10.16,F' R' D2 L' B U' D' B R D2 L2 B R2 U2 L2 D2 B R2 U2 ,530,52
10.16,L F' D' B U R2 L D' B' U' D2 L' F2 R' F2 L2 B2 L' U2 L2 ,531,56
